design,seed,transmission,cooling_factor,eps6d_in,eps6d_out,score,n_in,n_out
nom_Gq-0.078,2,0.6539923954372624,98.22499789967462,17178.19798888121,174.8862138579706,-5.588795111286006,263,172
nom_Gq-0.078,3,0.6367041198501873,76.82546033869139,15616.222385670633,203.26884234504067,-5.765979670745693,267,170
