number,score,loss,transmission,cooling_factor,eps6d_in,eps6d_out,n_in,n_out,ok,wall_seconds,p_BLS,p_Grad,p_Grad0,p_delf,p_pitchFactor,p_dtRF,p_wedgeScale
18,3.0052774135399583,-3.0052774135399583,0.3197278911564626,63.15312914816008,23245.825545552976,368.08667850831625,294,94,1,86.67293930053711,21.409911405426534,23.61861068603537,21.626329703036347,0.018168747397120717,0.5760616615879511,0.4664091406037997,1.2745258179468404
19,4.136766326020875,-4.136766326020875,0.5266903914590747,118.8555299558117,31913.09660841602,268.5032544996495,281,148,1,110.16300702095032,22.82202899751862,28.133972734246726,23.088374911554297,0.05469278236987916,0.7512245329635113,0.1135225470726223,1.2864983319307417
20,3.3286097674326545,-3.3286097674326545,0.5308219178082192,52.559110619021176,14829.146975306621,282.14227373055934,292,155,1,115.36627340316772,23.473017212968813,27.644186428355084,24.827373642976696,-0.002111102432909226,0.9583820540859785,-0.3798767030815911,1.3655496358666304
21,2.283269289622239,-2.283269289622239,0.1750841750841751,63.45537065192256,39235.89584464633,618.3226958025431,297,52,1,66.33044171333313,23.771353062427306,22.800721979840993,24.179112965472473,0.05451903760847974,0.6743266103153227,0.5180585725036684,1.3430077303013914
22,3.5751369090838296,-3.5751369090838296,0.6749116607773852,52.89508263483924,14308.268106344267,270.5028027864381,283,191,1,127.02947330474854,21.028970628577767,27.50594948568898,21.88381552898006,0.02183013125958373,0.818735467697652,-0.13201289687485346,1.3818268699134566
23,3.6666767743384,-3.6666767743384,0.46689895470383275,83.7904626495985,30583.80549433658,365.00342076203026,287,134,1,108.24010014533997,22.321900574308923,27.672311143871426,22.086577343870623,0.04118305429915879,0.9574181586389,0.2960220793811557,1.5889624750056925
24,3.240483566106056,-3.240483566106056,0.5463917525773195,46.754131728901285,13471.036081397235,288.12504014634607,291,159,1,120.86115384101868,22.9982765703661,26.995487079444533,20.344816994342203,-0.016799150103187957,0.6105700143820821,-0.25437153771273785,1.5392305302435811
25,3.311718958087204,-3.311718958087204,0.3424657534246575,80.1021403240707,50756.02404419834,633.6412964604161,292,100,1,90.58266282081604,22.95033636910952,29.41953648447233,22.493538568065038,0.0565647506221187,0.6936416261460739,0.42605177332834143,0.8596583427685751
26,3.0148798608958125,-3.0148798608958125,0.5664335664335665,35.991231397046,24925.979161134506,692.5569977352961,286,162,1,123.44455885887146,22.646152617503464,29.242362072461283,23.560192601997045,0.04498668422880521,0.5880176993024884,-0.025853655519304353,1.1498713694001996
27,3.5456383020425926,-3.5456383020425926,0.5689655172413793,60.920744635533026,18134.193967351726,297.6686197097903,290,165,1,116.62496542930603,21.915720685402338,24.5009218661924,20.445445275462994,0.036555534716439714,0.5140363383255325,-0.017398987117465764,1.547848793128424
